DATAFLOW,FREQ,RESIDENCE_TERR,DATA_TYPE,TYPE_TRIP,MAIN_DESTINATION,MAIN_TYPE_ACCOMMODATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_RESIDENCE_TERR,NOTE_DATA_TYPE,NOTE_TYPE_TRIP,NOTE_MAIN_DESTINATION,NOTE_MAIN_TYPE_ACCOMMODATION,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,3,2021-Q4,127,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,3,2022-Q1,142,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,3,2022-Q2,118,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,3,2022-Q3,105,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,3,2022-Q4,131,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,3,2023-Q1,138,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,3,2023-Q2,124,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,3,2023-Q3,120,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,3,2023-Q4,181,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2019-Q1,93,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2019-Q2,73,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2019-Q3,62,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2019-Q4,92,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2020-Q1,101,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2020-Q2,62,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2020-Q3,63,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2020-Q4,67,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2021-Q1,39,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2021-Q2,55,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2021-Q3,66,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2021-Q4,93,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2022-Q1,85,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2022-Q2,84,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2022-Q3,67,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2022-Q4,104,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2023-Q1,97,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2023-Q2,102,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2023-Q3,73,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,4,2023-Q4,111,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2019-Q1,119,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2019-Q2,104,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2019-Q3,80,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2019-Q4,122,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2020-Q1,121,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2020-Q2,79,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2020-Q3,75,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2020-Q4,89,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2021-Q1,60,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2021-Q2,69,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2021-Q3,81,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2021-Q4,116,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2022-Q1,121,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2022-Q2,106,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2022-Q3,86,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2022-Q4,123,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2023-Q1,124,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2023-Q2,116,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2023-Q3,98,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_DAY,HOL,TOTAL,5,2023-Q4,155,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2019-Q1,474,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2019-Q2,494,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2019-Q3,704,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2019-Q4,482,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2020-Q1,491,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2020-Q2,348,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2020-Q3,472,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2020-Q4,339,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2021-Q1,355,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2021-Q2,378,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2021-Q3,608,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2021-Q4,448,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2022-Q1,467,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2022-Q2,463,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2022-Q3,711,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2022-Q4,464,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2023-Q1,501,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2023-Q2,475,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2023-Q3,785,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,3,2023-Q4,664,,,,,,,TIPO_ALLOGGIO__3_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2019-Q1,239,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2019-Q2,332,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2019-Q3,508,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2019-Q4,297,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2020-Q1,362,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2020-Q2,302,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2020-Q3,467,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2020-Q4,294,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2021-Q1,191,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2021-Q2,371,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2021-Q3,506,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2021-Q4,318,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2022-Q1,295,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2022-Q2,324,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2022-Q3,566,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2022-Q4,306,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2023-Q1,327,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2023-Q2,384,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2023-Q3,618,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,4,2023-Q4,415,,,,,,,TIPO_ALLOGGIO__4_N1,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2019-Q1,393,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2019-Q2,434,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2019-Q3,613,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2019-Q4,435,,,,,,,,,,,
